ca_index,d_p_A,crystallinity,frac_a,frac_c,frac_384,phase,domain,axial_A,shell_bfac
475,12.340,0.0825,0.1500,0.0000,0.1000,amorphous,0,9.970,20.0
476,3.480,0.2393,0.3333,0.1667,0.2143,intermediate,0,-0.308,6.0
477,8.569,0.1238,0.1905,0.0000,0.1905,intermediate,0,-0.771,10.0
478,6.750,0.1324,0.2162,0.0000,0.1892,intermediate,0,0.139,10.0
479,11.300,0.1026,0.1579,0.0000,0.1579,intermediate,0,1.239,20.0
480,10.874,0.1278,0.2222,0.0000,0.1667,intermediate,0,3.103,20.0
481,9.543,0.2540,0.3200,0.2000,0.2400,crystalline,0,0.990,10.0
482,7.908,0.1093,0.1852,0.0000,0.1481,intermediate,0,-1.399,10.0
483,6.622,0.1870,0.3478,0.0000,0.2174,intermediate,0,-2.854,10.0
484,9.141,0.1478,0.2609,0.0870,0.0870,intermediate,0,1.054,10.0
485,12.275,0.1437,0.2500,0.0000,0.1875,intermediate,0,2.529,20.0
486,10.972,0.2000,0.2500,0.1500,0.2000,intermediate,0,1.190,20.0
487,9.519,0.1341,0.2273,0.0000,0.1818,intermediate,0,-0.935,10.0
488,8.804,0.2857,0.2857,0.2857,0.2857,crystalline,0,-2.101,10.0
489,9.050,0.1437,0.2500,0.0000,0.1875,intermediate,0,-4.675,10.0
490,12.092,0.1031,0.1875,0.0000,0.1250,intermediate,0,0.666,20.0
491,7.990,0.1825,0.3500,0.0000,0.2000,intermediate,0,-4.540,10.0
492,7.677,0.1960,0.3200,0.0000,0.2800,intermediate,0,-3.759,10.0
493,6.347,0.2132,0.3824,0.0000,0.2647,intermediate,0,-3.707,10.0
494,7.316,0.2100,0.3600,0.0000,0.2800,intermediate,0,-5.270,10.0
495,11.796,0.2906,0.3125,0.2500,0.3125,crystalline,0,-2.808,20.0
496,10.920,0.2850,0.4000,0.2000,0.2500,crystalline,0,-2.559,20.0
497,12.191,0.2094,0.3125,0.1250,0.1875,intermediate,0,-2.064,20.0
498,10.731,0.1614,0.2273,0.0000,0.2727,intermediate,0,-4.967,20.0
499,9.049,0.2074,0.3704,0.0000,0.2593,intermediate,0,-4.357,10.0
500,11.922,0.1800,0.3000,0.0000,0.2500,intermediate,0,-4.188,20.0
501,10.136,0.1737,0.3158,0.0000,0.2105,intermediate,0,-7.318,20.0
502,11.652,0.1706,0.2353,0.0000,0.2941,intermediate,0,-5.849,20.0
503,11.063,0.1967,0.3333,0.0000,0.2667,intermediate,0,-8.957,20.0
504,11.002,0.2214,0.4286,0.0000,0.2381,intermediate,0,-8.753,20.0
505,12.430,0.1643,0.2857,0.0000,0.2143,intermediate,0,-8.110,20.0
506,12.267,0.2079,0.3684,0.0000,0.2632,intermediate,0,-7.906,20.0
