ca_index,d_p_A,crystallinity,frac_a,frac_c,frac_384,com_registry,pair_corr,hotspot,phase,domain,axial_A,shell_bfac
253,15.726,0.0318,0.0000,0.0909,0.0000,0.3000,0.7400,0,intermediate,0,43.469,24.0
254,9.909,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,intermediate,0,0.924,24.0
255,16.936,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0,intermediate,0,53.525,24.0
256,14.060,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,intermediate,0,29.361,24.0
257,13.650,0.0437,0.1250,0.0000,0.0000,0.1429,0.2500,0,amorphous,0,-23.410,24.0
258,19.003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,10.405,24.0
259,17.460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-18.260,24.0
260,17.308,0.0000,0.0000,0.0000,0.0000,0.2000,0.3333,0,intermediate,0,36.111,24.0
261,11.849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-33.130,24.0
262,16.134,0.0000,0.0000,0.0000,0.0000,0.1667,0.5000,0,intermediate,0,28.520,24.0
263,15.487,0.0292,0.0000,0.0833,0.0000,0.1818,0.3333,0,intermediate,0,7.685,24.0
264,18.711,0.0000,0.0000,0.0000,0.0000,0.3333,0.3333,0,intermediate,0,-30.475,24.0
265,15.820,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,intermediate,0,-12.451,24.0
266,22.044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-20.425,24.0
267,16.692,0.0000,0.0000,0.0000,0.0000,0.1667,0.3333,0,intermediate,0,-14.599,24.0
268,13.363,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,amorphous,0,-36.365,24.0
269,16.793,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0,intermediate,0,24.317,24.0
270,18.671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,24.322,24.0
271,12.483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-39.784,24.0
272,16.355,0.0000,0.0000,0.0000,0.0000,0.4000,0.5000,0,intermediate,0,-11.848,24.0
273,17.235,0.0000,0.0000,0.0000,0.0000,0.5000,0.8900,1,intermediate,0,34.089,24.0
274,17.630,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0,intermediate,0,-31.139,24.0
275,19.875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,1.466,24.0
276,10.849,0.0350,0.0000,0.1000,0.0000,0.1111,0.2000,0,amorphous,0,-35.714,24.0
277,12.428,0.0437,0.0000,0.1250,0.0000,0.1429,0.1667,0,amorphous,0,-9.870,24.0
278,14.637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,6.225,24.0
279,15.288,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,intermediate,0,-37.255,24.0
280,17.308,0.0000,0.0000,0.0000,0.0000,0.1667,0.3333,1,intermediate,0,14.558,24.0
281,16.404,0.0000,0.0000,0.0000,0.0000,0.6000,0.7500,1,intermediate,0,-29.598,24.0
282,15.305,0.0269,0.0000,0.0769,0.0000,0.0833,0.3333,0,intermediate,0,-1.701,24.0
283,15.079,0.0000,0.0000,0.0000,0.0000,0.3333,0.6667,0,intermediate,0,-35.113,24.0
284,14.531,0.0437,0.0000,0.1250,0.0000,0.1429,0.2500,0,intermediate,0,-20.333,24.0
285,16.058,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0,intermediate,0,20.484,24.0
286,16.165,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,intermediate,0,19.057,24.0
287,16.271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-11.024,24.0
288,7.162,0.0269,0.0000,0.0769,0.0000,0.2500,0.5000,0,amorphous,0,-33.685,24.0
289,16.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,55.016,24.0
290,16.283,0.0000,0.0000,0.0000,0.0000,0.1667,0.3333,0,intermediate,0,32.541,24.0
291,16.887,0.0000,0.0000,0.0000,0.0000,0.1667,0.3333,1,intermediate,0,23.670,24.0
292,12.372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-39.345,24.0
293,18.180,0.0000,0.0000,0.0000,0.0000,0.5000,0.6000,0,intermediate,0,49.414,24.0
294,15.218,0.0269,0.0000,0.0769,0.0000,0.0833,0.3333,0,intermediate,0,-4.180,24.0
295,20.743,0.0000,0.0000,0.0000,0.0000,0.1429,0.2000,0,intermediate,0,-24.468,24.0
296,15.487,0.0000,0.0000,0.0000,0.0000,0.1667,0.5000,0,intermediate,0,-13.356,24.0
297,20.587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,20.505,24.0
298,13.381,0.0000,0.0000,0.0000,0.0000,0.1667,0.5000,0,amorphous,0,5.411,24.0
299,15.122,0.0350,0.0000,0.1000,0.0000,0.1250,0.1667,0,intermediate,0,3.758,24.0
300,12.982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-34.298,24.0
301,22.397,0.0437,0.0000,0.1250,0.0000,0.1429,0.3333,0,intermediate,0,-20.420,24.0
302,19.539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,6.978,24.0
303,21.359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-37.501,24.0
304,16.770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-12.224,24.0
305,20.068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,41.438,24.0
306,19.235,0.0318,0.0000,0.0909,0.0000,0.1000,0.3333,0,intermediate,0,40.079,24.0
307,15.579,0.0000,0.0000,0.0000,0.0000,0.2000,0.3333,0,intermediate,0,9.008,24.0
308,21.448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,52.946,24.0
309,16.682,0.0318,0.0000,0.0909,0.0000,0.2222,0.3333,1,intermediate,0,45.584,24.0
310,15.522,0.0389,0.0000,0.1111,0.0000,0.1250,0.3333,0,intermediate,0,-28.716,24.0
311,20.207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,40.409,24.0
312,19.223,0.0000,0.0000,0.0000,0.0000,0.3333,0.6667,0,amorphous,0,-8.424,26.0
313,22.618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,21.905,26.0
314,21.369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,21.256,26.0
315,15.884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-42.037,26.0
316,23.823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,9.309,26.0
317,22.137,0.0000,0.0000,0.0000,0.0000,0.4000,0.5000,0,intermediate,0,5.063,26.0
318,25.175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-34.920,26.0
319,18.248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,3.965,26.0
320,20.633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,56.227,26.0
321,26.126,0.0000,0.0000,0.0000,0.0000,0.2000,0.3333,0,intermediate,0,-20.139,26.0
322,14.337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-35.906,26.0
323,21.253,0.0437,0.0000,0.1250,0.0000,0.1429,0.2500,0,intermediate,0,52.138,26.0
324,19.032,0.0437,0.0000,0.1250,0.0000,0.1429,0.3333,0,amorphous,0,-31.560,26.0
325,20.237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-19.261,26.0
326,21.592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-3.071,26.0
327,19.919,0.0000,0.0000,0.0000,0.0000,0.2000,0.2500,1,amorphous,0,-13.462,26.0
328,22.065,0.0000,0.0000,0.0000,0.0000,0.3333,0.6667,0,intermediate,0,55.464,26.0
329,24.754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-33.456,26.0
330,22.461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-6.412,26.0
331,21.602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,41.954,26.0
332,20.451,0.0000,0.0000,0.0000,0.0000,0.1667,0.3333,0,intermediate,0,3.531,26.0
333,25.035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,14.698,26.0
334,21.372,0.0389,0.0000,0.1111,0.0000,0.1429,0.5000,0,intermediate,0,-20.684,26.0
335,21.319,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-36.263,26.0
336,23.758,0.0000,0.0000,0.0000,0.0000,0.2000,0.3333,0,intermediate,0,23.137,26.0
337,19.513,0.0000,0.0000,0.0000,0.0000,0.2000,0.3333,0,amorphous,0,-46.256,26.0
338,16.616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-0.309,26.0
339,23.874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-21.389,26.0
340,21.601,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,25.921,26.0
341,20.036,0.0000,0.0000,0.0000,0.0000,0.1250,0.2000,0,intermediate,0,50.460,26.0
342,19.653,0.0000,0.0000,0.0000,0.0000,0.1429,0.3333,0,amorphous,0,31.171,26.0
343,19.650,0.0000,0.0000,0.0000,0.0000,0.2000,0.3333,0,amorphous,0,39.353,26.0
344,17.992,0.0318,0.0000,0.0909,0.0000,0.2000,0.4000,1,amorphous,0,43.587,26.0
345,21.905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,38.330,26.0
346,20.947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,12.919,26.0
347,22.031,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,1,intermediate,0,32.667,26.0
348,24.832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,51.218,26.0
349,25.608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,30.045,26.0
350,26.389,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0,intermediate,0,-36.315,26.0
351,24.214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,39.914,26.0
352,21.099,0.0437,0.0000,0.1250,0.0000,0.1667,0.5000,0,intermediate,0,31.567,26.0
353,19.933,0.0350,0.0000,0.1000,0.0000,0.1111,0.3333,0,amorphous,0,4.318,26.0
354,24.358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,15.393,26.0
355,18.885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,5.690,26.0
356,21.271,0.0000,0.0000,0.0000,0.0000,0.4000,0.6667,0,intermediate,0,-13.023,26.0
357,21.983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,57.918,26.0
358,18.086,0.0000,0.0000,0.0000,0.0000,0.5000,0.7500,1,amorphous,0,46.570,26.0
359,21.890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,11.690,26.0
360,22.697,0.0000,0.0000,0.0000,0.0000,0.3333,0.3333,0,intermediate,0,-33.169,26.0
361,22.350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-38.209,26.0
362,21.117,0.0000,0.0000,0.0000,0.0000,0.3333,0.6667,1,intermediate,0,-0.510,26.0
363,19.638,0.0389,0.0000,0.1111,0.0000,0.2500,0.4000,0,amorphous,0,52.845,26.0
364,18.206,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,amorphous,0,23.863,26.0
365,21.939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,58.673,26.0
366,22.503,0.0000,0.0000,0.0000,0.0000,0.1667,0.5000,0,intermediate,0,44.636,26.0
367,25.791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-3.445,26.0
368,19.836,0.0000,0.0000,0.0000,0.0000,0.2500,0.5000,0,amorphous,0,-34.703,26.0
369,22.551,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,intermediate,0,46.759,26.0
370,24.616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,27.978,26.0
371,19.686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,42.458,26.0
372,17.787,0.0350,0.0000,0.1000,0.0000,0.1111,0.3333,1,amorphous,0,34.193,26.0
373,23.479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-7.744,26.0
374,20.037,0.0437,0.0000,0.1250,0.0000,0.1667,0.5000,1,intermediate,0,-15.655,26.0
375,21.363,0.0437,0.0000,0.1250,0.0000,0.1429,0.2500,0,intermediate,0,44.430,26.0
376,19.608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-20.923,26.0
377,23.085,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,intermediate,0,0.261,26.0
378,22.795,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,0,intermediate,0,-44.187,26.0
379,20.655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,39.709,26.0
380,19.855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-23.799,26.0
381,19.665,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0,amorphous,0,-40.786,26.0
382,24.006,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0,intermediate,0,36.691,26.0
383,21.332,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,54.267,26.0
384,18.499,0.0000,0.0000,0.0000,0.0000,0.1667,0.2000,1,amorphous,0,-10.350,26.0
385,20.821,0.0350,0.0000,0.1000,0.0000,0.1111,0.5000,0,intermediate,0,-0.909,26.0
386,21.340,0.0437,0.0000,0.1250,0.0000,0.1429,0.3333,0,intermediate,0,43.148,26.0
387,19.141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,28.020,26.0
388,23.482,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,intermediate,0,7.343,26.0
389,24.425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-40.403,26.0
390,20.996,0.0000,0.0000,0.0000,0.0000,0.2500,0.5000,0,intermediate,0,22.494,26.0
391,23.404,0.0875,0.1250,0.1250,0.0000,0.1429,0.5000,0,intermediate,0,-6.327,26.0
392,22.704,0.0000,0.0000,0.0000,0.0000,0.2000,0.3333,1,intermediate,0,13.015,26.0
393,22.396,0.0389,0.0000,0.1111,0.0000,0.1250,0.3333,0,intermediate,0,36.494,26.0
394,20.920,0.0000,0.0000,0.0000,0.0000,0.5000,1.0000,1,intermediate,0,22.443,26.0
395,20.232,0.0318,0.0000,0.0909,0.0000,0.2000,0.5000,0,intermediate,0,0.906,26.0
396,26.520,0.0000,0.0000,0.0000,0.0000,0.6667,1.0000,0,intermediate,0,-22.777,26.0
397,24.943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,15.007,26.0
398,27.502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,47.243,26.0
399,26.836,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0,intermediate,0,-30.739,26.0
400,25.774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-29.724,26.0
401,26.795,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,-6.773,26.0
402,26.723,0.0000,0.0000,0.0000,0.0000,0.3333,0.8067,0,intermediate,0,12.303,26.0
403,25.288,0.0000,0.0000,0.0000,0.0000,0.6667,1.0000,0,intermediate,0,-3.443,26.0
404,24.610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-27.055,26.0
405,25.630,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,0,intermediate,0,-21.414,26.0
406,19.896,0.0389,0.0000,0.1111,0.0000,0.2500,0.5000,1,amorphous,0,28.819,26.0
407,26.049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,27.825,26.0
408,24.790,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,1,intermediate,0,25.014,26.0
409,25.696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,18.639,26.0
410,25.275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,35.589,26.0
411,26.569,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0,intermediate,0,50.530,26.0
412,25.186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,15.146,26.0
413,26.568,0.0000,0.0000,0.0000,0.0000,0.6667,1.0000,0,intermediate,0,-22.356,26.0
414,26.631,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0,intermediate,0,33.102,26.0
415,25.621,0.0000,0.0000,0.0000,0.0000,0.2000,0.3333,0,intermediate,0,29.531,26.0
416,26.293,0.0000,0.0000,0.0000,0.0000,0.6667,1.0000,1,intermediate,0,27.746,26.0
417,24.811,0.0000,0.0000,0.0000,0.0000,0.6667,1.0000,0,intermediate,0,-18.929,26.0
418,24.503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,6.764,26.0
419,23.825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,14.910,26.0
420,25.310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,24.378,26.0
421,26.644,0.0000,0.0000,0.0000,0.0000,0.4000,1.0000,1,intermediate,0,-11.551,26.0
422,25.446,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0,intermediate,0,21.292,26.0
423,24.905,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0,intermediate,0,15.801,26.0
424,27.075,0.0000,0.0000,0.0000,0.0000,0.5000,1.0000,1,intermediate,0,-9.677,26.0
425,23.332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-10.088,26.0
426,25.800,0.0000,0.0000,0.0000,0.0000,0.2500,0.5000,0,intermediate,0,12.891,26.0
427,23.822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,58.863,26.0
428,23.975,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,2.476,26.0
429,25.864,0.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1,intermediate,0,23.616,26.0
430,26.982,0.0000,0.0000,0.0000,0.0000,0.5000,0.6667,0,intermediate,0,-28.280,26.0
431,24.086,0.0437,0.1250,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,9.054,26.0
432,26.058,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,0,intermediate,0,0.508,26.0
433,25.496,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,intermediate,0,1.195,26.0
434,24.785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-5.225,26.0
435,26.810,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0,intermediate,0,42.596,26.0
436,24.925,0.0437,0.0000,0.1250,0.0000,0.1429,0.2500,1,intermediate,0,-0.154,26.0
437,26.444,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0,intermediate,0,-23.978,26.0
438,24.194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-11.862,26.0
439,24.348,0.0437,0.0000,0.1250,0.0000,0.2857,0.6667,0,intermediate,0,-18.587,26.0
440,27.217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,55.700,26.0
441,20.116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-45.161,26.0
442,25.768,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0,intermediate,0,-0.173,26.0
443,26.757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-35.736,26.0
444,25.848,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0,intermediate,0,-24.975,26.0
445,25.210,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0,intermediate,0,26.858,26.0
446,23.213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-26.505,26.0
447,25.288,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,1,intermediate,0,27.447,26.0
448,25.264,0.0000,0.0000,0.0000,0.0000,0.6667,1.0000,1,intermediate,0,21.783,26.0
449,25.845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-49.129,26.0
450,25.941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-21.886,26.0
451,26.713,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,-33.744,26.0
452,21.021,0.0437,0.1250,0.0000,0.0000,0.4286,0.7500,1,intermediate,0,48.597,26.0
453,25.898,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,-8.617,26.0
454,26.458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-16.634,26.0
455,28.297,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0,intermediate,0,-20.341,26.0
456,26.352,0.0000,0.0000,0.0000,0.0000,0.5000,0.6667,1,intermediate,0,7.981,26.0
457,27.493,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0,intermediate,0,24.882,26.0
458,22.595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,48.834,26.0
459,27.098,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,-28.483,26.0
460,25.887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,13.303,26.0
461,22.322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,49.487,26.0
462,26.326,0.0000,0.0000,0.0000,0.0000,0.2500,0.5000,0,intermediate,0,11.486,26.0
463,26.098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,41.592,26.0
464,25.781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-31.603,26.0
465,25.301,0.0000,0.0000,0.0000,0.0000,0.2000,0.3333,0,intermediate,0,43.841,26.0
466,26.339,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0,intermediate,0,-10.683,26.0
467,26.228,0.0000,0.0000,0.0000,0.0000,0.2500,0.3333,0,intermediate,0,-23.877,26.0
468,26.414,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0,intermediate,0,10.805,26.0
469,24.994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-21.466,26.0
470,29.912,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0,intermediate,0,26.490,26.0
471,26.806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,5.185,26.0
472,27.944,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0,intermediate,0,-10.936,26.0
473,29.149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,21.121,26.0
474,27.276,0.0000,0.0000,0.0000,0.0000,0.2500,0.5000,0,intermediate,0,-10.093,26.0
475,23.795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,15.285,26.0
476,27.324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,41.185,26.0
477,27.636,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0,intermediate,0,38.627,26.0
478,27.618,0.0000,0.0000,0.0000,0.0000,0.2000,0.5000,0,intermediate,0,-20.049,26.0
479,27.067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,1.901,26.0
480,27.380,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,33.768,26.0
481,25.534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,11.674,26.0
482,24.762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-21.630,26.0
483,27.929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,6.519,26.0
484,24.153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,19.409,26.0
485,27.639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-16.720,26.0
486,27.779,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0,intermediate,0,53.776,26.0
487,26.505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,15.755,26.0
488,26.805,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,0,intermediate,0,25.018,26.0
489,25.376,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0,intermediate,0,-13.951,26.0
490,27.620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,5.131,26.0
491,26.571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-19.256,26.0
492,25.810,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,0,intermediate,0,-1.096,26.0
493,26.446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,0.346,26.0
494,29.185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-34.133,26.0
495,29.371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,19.397,26.0
496,27.844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,43.880,26.0
497,24.741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,5.679,26.0
498,27.705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,41.552,26.0
499,23.870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-50.583,26.0
500,25.413,0.0000,0.0000,0.0000,0.0000,0.2500,0.5000,1,intermediate,0,30.454,26.0
501,25.185,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0,intermediate,0,5.425,26.0
502,28.822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,38.144,26.0
503,25.158,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,intermediate,0,-14.427,26.0
504,25.267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,50.170,26.0
505,27.085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-11.979,26.0
506,22.595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-41.625,26.0
507,25.662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-5.254,26.0
508,26.378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,21.490,26.0
509,25.594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-39.391,26.0
510,30.029,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0,amorphous,0,-21.172,26.0
511,30.340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-41.171,26.0
512,24.455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-42.932,26.0
