ca_index,d_p_A,crystallinity,frac_a,frac_c,frac_384,phase,domain,axial_A,shell_bfac
156,20.578,0.0000,0.0000,0.0000,0.0000,amorphous,0,-23.480,25.0
157,18.860,0.0000,0.0000,0.0000,0.0000,amorphous,0,-2.349,25.0
158,11.688,0.0000,0.0000,0.0000,0.0000,amorphous,0,14.923,25.0
159,21.038,0.0000,0.0000,0.0000,0.0000,amorphous,0,34.556,25.0
160,18.670,0.0000,0.0000,0.0000,0.0000,amorphous,0,44.675,25.0
161,14.986,0.0000,0.0000,0.0000,0.0000,amorphous,0,29.136,25.0
162,18.823,0.0000,0.0000,0.0000,0.0000,amorphous,0,-14.055,25.0
163,8.637,0.0000,0.0000,0.0000,0.0000,amorphous,0,-3.608,25.0
164,7.053,0.0000,0.0000,0.0000,0.0000,amorphous,0,-21.097,25.0
165,18.183,0.0000,0.0000,0.0000,0.0000,amorphous,0,-35.736,25.0
166,15.904,0.0000,0.0000,0.0000,0.0000,amorphous,0,45.975,25.0
167,21.361,0.0000,0.0000,0.0000,0.0000,amorphous,0,-5.801,25.0
168,11.879,0.0000,0.0000,0.0000,0.0000,amorphous,0,49.118,25.0
169,21.394,0.0000,0.0000,0.0000,0.0000,amorphous,0,1.697,25.0
170,14.079,0.0000,0.0000,0.0000,0.0000,amorphous,0,-18.072,25.0
171,11.139,0.0000,0.0000,0.0000,0.0000,amorphous,0,40.302,25.0
172,14.443,0.0000,0.0000,0.0000,0.0000,amorphous,0,0.557,25.0
173,16.070,0.0000,0.0000,0.0000,0.0000,amorphous,0,18.098,25.0
174,5.175,0.0000,0.0000,0.0000,0.0000,amorphous,0,-13.017,25.0
175,19.954,0.0000,0.0000,0.0000,0.0000,amorphous,0,12.879,25.0
176,13.769,0.0000,0.0000,0.0000,0.0000,amorphous,0,34.884,25.0
177,8.087,0.0000,0.0000,0.0000,0.0000,amorphous,0,-16.000,25.0
178,17.339,0.0000,0.0000,0.0000,0.0000,amorphous,0,-41.698,25.0
179,15.092,0.0000,0.0000,0.0000,0.0000,amorphous,0,14.274,25.0
180,18.263,0.0000,0.0000,0.0000,0.0000,amorphous,0,7.768,25.0
181,19.866,0.0000,0.0000,0.0000,0.0000,amorphous,0,-34.611,25.0
182,15.654,0.0000,0.0000,0.0000,0.0000,amorphous,0,-10.438,25.0
183,9.895,0.0000,0.0000,0.0000,0.0000,amorphous,0,-4.160,25.0
184,9.088,0.0000,0.0000,0.0000,0.0000,amorphous,0,20.635,25.0
185,16.115,0.0000,0.0000,0.0000,0.0000,amorphous,0,-14.186,25.0
186,19.407,0.0000,0.0000,0.0000,0.0000,amorphous,0,16.924,25.0
187,16.560,0.0000,0.0000,0.0000,0.0000,amorphous,0,-13.799,25.0
188,9.930,0.0000,0.0000,0.0000,0.0000,amorphous,0,23.731,25.0
189,16.723,0.0000,0.0000,0.0000,0.0000,amorphous,0,17.915,25.0
190,10.472,0.0000,0.0000,0.0000,0.0000,amorphous,0,4.601,25.0
191,9.244,0.0000,0.0000,0.0000,0.0000,amorphous,0,33.328,25.0
192,19.866,0.0000,0.0000,0.0000,0.0000,amorphous,0,23.912,25.0
193,7.598,0.0000,0.0000,0.0000,0.0000,amorphous,0,23.191,25.0
194,11.684,0.0000,0.0000,0.0000,0.0000,amorphous,0,21.795,25.0
195,4.561,0.0000,0.0000,0.0000,0.0000,amorphous,0,-16.154,25.0
196,8.764,0.0000,0.0000,0.0000,0.0000,amorphous,0,32.476,25.0
197,12.579,0.0000,0.0000,0.0000,0.0000,amorphous,0,-31.773,25.0
198,19.460,0.0000,0.0000,0.0000,0.0000,amorphous,0,15.832,25.0
199,13.082,0.0000,0.0000,0.0000,0.0000,amorphous,0,-8.709,25.0
200,18.922,0.0000,0.0000,0.0000,0.0000,amorphous,0,-7.876,25.0
201,19.819,0.0000,0.0000,0.0000,0.0000,amorphous,0,-27.302,25.0
202,12.431,0.0000,0.0000,0.0000,0.0000,amorphous,0,39.654,25.0
203,13.271,0.0000,0.0000,0.0000,0.0000,amorphous,0,7.733,25.0
204,9.355,0.0000,0.0000,0.0000,0.0000,amorphous,0,-11.952,25.0
205,14.355,0.0000,0.0000,0.0000,0.0000,amorphous,0,30.192,25.0
206,7.019,0.0000,0.0000,0.0000,0.0000,amorphous,0,17.257,25.0
207,9.541,0.0000,0.0000,0.0000,0.0000,amorphous,0,34.274,25.0
208,10.350,0.0000,0.0000,0.0000,0.0000,amorphous,0,-14.143,25.0
209,21.703,0.0000,0.0000,0.0000,0.0000,amorphous,0,6.493,25.0
210,20.477,0.0000,0.0000,0.0000,0.0000,amorphous,0,44.735,25.0
211,17.468,0.0000,0.0000,0.0000,0.0000,amorphous,0,-4.668,25.0
212,18.591,0.0000,0.0000,0.0000,0.0000,amorphous,0,48.736,25.0
213,13.847,0.0000,0.0000,0.0000,0.0000,amorphous,0,26.262,25.0
214,18.798,0.0000,0.0000,0.0000,0.0000,amorphous,0,22.657,25.0
215,14.526,0.0000,0.0000,0.0000,0.0000,amorphous,0,-12.455,25.0
216,17.127,0.0000,0.0000,0.0000,0.0000,amorphous,0,46.705,25.0
217,19.408,0.0000,0.0000,0.0000,0.0000,amorphous,0,-12.100,25.0
218,11.756,0.0000,0.0000,0.0000,0.0000,amorphous,0,-8.216,25.0
219,4.838,0.0437,0.0000,0.1250,0.0000,amorphous,0,-12.871,25.0
220,16.246,0.0000,0.0000,0.0000,0.0000,amorphous,0,-12.953,25.0
221,16.824,0.0000,0.0000,0.0000,0.0000,amorphous,0,23.737,25.0
222,17.753,0.0000,0.0000,0.0000,0.0000,amorphous,0,11.427,25.0
223,16.295,0.0000,0.0000,0.0000,0.0000,amorphous,0,-28.738,25.0
